Time (min), Temp (C)
87.09,28.61
87.14,28.62
87.189,28.65
87.239,28.64
87.289,28.64
87.339,28.66
87.389,28.66
87.438,28.67
87.488,28.67
87.538,28.67
87.587,28.68
87.637,28.69
87.687,28.68
87.736,28.69
87.786,28.7
87.835,28.71
87.885,28.71
87.935,28.71
87.985,28.72
88.034,28.71
88.084,28.72
88.134,28.73
88.183,28.72
88.233,28.73
88.283,28.75
88.332,28.76
88.382,28.77
88.432,28.75
88.482,28.77
88.531,28.78
88.581,28.77
88.631,28.78
88.681,28.78
88.73,28.79
88.78,28.8
88.829,28.79
88.879,28.8
88.929,28.81
88.979,28.82
89.028,28.82
89.078,28.82
89.128,28.84
89.177,28.82
89.227,28.84
89.277,28.84
89.327,28.87
89.376,28.84
89.426,28.86
89.475,28.86
89.525,28.87
89.575,28.86
89.624,28.87
89.674,28.88
89.724,28.89
89.773,28.89
89.823,28.88
89.873,28.92
89.923,28.92
89.973,28.92
90.022,28.92
90.072,28.93
90.122,28.93
90.172,28.92
90.221,28.94
90.271,28.93
90.32,28.94
90.37,28.94
90.419,28.96
90.469,28.98
90.519,28.96
90.569,28.95
90.619,28.98
90.668,28.98
90.718,28.99
90.768,28.98
90.817,28.99
90.867,29
90.917,29.01
90.966,29.01
91.017,29
91.066,29.02
91.116,29.03
91.165,29.02
91.215,29.03
91.265,29.05
91.314,29.04
91.364,29.05
91.414,29.04
91.463,29.07
91.513,29.06
91.563,29.07
91.613,29.06
91.662,29.09
91.712,29.07
91.762,29.08
91.811,29.08
91.861,29.09
91.911,29.1
91.96,29.09
92.01,29.12
92.06,29.1
92.109,29.14
92.159,29.13
92.209,29.13
92.259,29.15
92.308,29.14
92.358,29.14
92.408,29.14
92.457,29.15
92.507,29.17
92.557,29.16
92.607,29.17
92.656,29.17
92.706,29.18
92.756,29.21
92.805,29.2
92.855,29.2
92.905,29.2
92.954,29.22
93.004,29.22
93.054,29.21
93.103,29.23
93.153,29.22
93.203,29.24
93.253,29.25
93.302,29.25
93.352,29.25
93.402,29.25
93.451,29.25
93.501,29.23
93.551,29.28
93.601,29.29
93.651,29.26
93.7,29.28
93.75,29.29
93.799,29.28
93.849,29.3
93.899,29.28
93.948,29.3
93.998,29.31
94.048,29.32
94.098,29.33
94.147,29.34
94.197,29.33
94.247,29.35
94.297,29.33
94.346,29.33
94.396,29.37
94.446,29.34
94.496,29.35
94.545,29.36
94.595,29.38
94.645,29.38
94.694,29.37
94.744,29.38
94.793,29.38
94.843,29.4
94.893,29.39
94.943,29.4
94.992,29.42
95.042,29.41
95.092,29.43
95.142,29.42
95.191,29.42
95.241,29.44
95.291,29.46
95.34,29.44
95.39,29.44
95.44,29.47
95.49,29.47
95.539,29.45
95.589,29.47
95.638,29.46
95.688,29.49
95.738,29.48
95.788,29.48
95.837,29.49
95.887,29.5
95.937,29.51
95.987,29.51
96.036,29.51
96.086,29.53
96.136,29.51
96.186,29.53
96.235,29.53
96.285,29.54
96.335,29.54
96.384,29.52
96.434,29.56
96.483,29.56
96.533,29.56
96.583,29.57
96.633,29.58
96.683,29.56
96.732,29.56
96.782,29.59
96.832,29.59
96.882,29.58
96.931,29.6
96.981,29.61
97.03,29.59
97.08,29.62
97.13,29.62
97.18,29.64
97.229,29.62
97.279,29.62
97.329,29.63
97.378,29.64
97.428,29.64
97.478,29.66
97.528,29.66
97.577,29.66
97.627,29.68
97.677,29.68
97.726,29.66
97.776,29.69
97.826,29.69
97.875,29.7
97.925,29.7
97.975,29.69
98.024,29.71
98.074,29.7
98.124,29.7
98.174,29.73
98.223,29.72
98.273,29.74
98.323,29.74
98.372,29.73
98.422,29.74
98.472,29.76
98.521,29.74
98.571,29.74
98.621,29.76
98.67,29.78
98.72,29.78
98.77,29.77
98.82,29.8
98.869,29.79
98.919,29.78
98.969,29.81
99.019,29.81
99.068,29.8
99.118,29.81
99.167,29.83
99.217,29.82
99.267,29.85
99.316,29.81
99.366,29.83
99.416,29.85
99.466,29.85
99.515,29.85
99.565,29.85
99.615,29.86
99.665,29.86
99.714,29.88
99.764,29.88
99.814,29.88
99.863,29.89
99.913,29.89
99.963,29.9
100.012,29.89
100.062,29.9
100.112,29.92
100.161,29.91
100.211,29.91
100.261,29.93
100.311,29.94
100.361,29.94
100.41,29.95
100.46,29.96
100.509,29.95
100.559,29.96
100.609,29.95
100.659,29.98
100.708,29.97
100.758,29.96
100.808,29.98
100.857,29.99
100.907,29.98
100.957,29.99
101.007,30.02
101.056,30.01
101.106,30.01
101.156,30.02
101.205,30.02
101.255,30.02
101.305,30.02
101.354,30.03
101.404,30.03
101.454,30.04
101.504,30.04
101.553,30.05
101.603,30.06
101.653,30.07
101.702,30.07
101.752,30.07
101.802,30.08
101.852,30.09
101.901,30.09
101.951,30.09
102.001,30.11
102.05,30.09
102.1,30.11
102.15,30.12
102.2,30.11
102.249,30.13
102.299,30.12
102.349,30.14
102.398,30.12
102.448,30.16
102.498,30.14
102.547,30.14
102.597,30.13
102.647,30.16
102.697,30.18
102.746,30.19
102.796,30.18
102.846,30.19
102.895,30.17
102.945,30.19
102.995,30.2
103.044,30.2
103.094,30.21
103.144,30.21
103.194,30.2
103.244,30.23
103.293,30.22
103.343,30.23
103.393,30.24
103.442,30.23
103.492,30.26
103.542,30.24
103.591,30.27
103.641,30.25
103.691,30.26
103.74,30.26
103.79,30.27
103.84,30.28
103.889,30.28
103.939,30.29
103.989,30.3
104.039,30.29
104.088,30.3
104.138,30.31
104.188,30.31
104.238,30.32
104.287,30.34
104.337,30.33
104.386,30.34
104.436,30.35
104.486,30.34
104.535,30.35
104.585,30.35
104.635,30.36
104.685,30.37
104.734,30.36
104.784,30.38
104.834,30.37
104.884,30.39
104.933,30.39
104.983,30.39
105.033,30.39
105.083,30.4
105.132,30.41
105.182,30.4
105.232,30.42
105.281,30.42
105.331,30.42
105.38,30.43
105.43,30.45
105.48,30.45
105.53,30.44
105.579,30.46
105.629,30.45
105.679,30.48
105.729,30.46
105.778,30.46
105.828,30.49
105.877,30.47
105.927,30.49
105.977,30.47
106.027,30.49
106.076,30.51
106.126,30.49
106.176,30.52
106.226,30.52
106.275,30.53
106.325,30.54
106.375,30.54
106.424,30.53
106.474,30.55
106.524,30.54
106.573,30.55
106.623,30.54
106.673,30.57
106.723,30.56
106.772,30.57
106.822,30.57
106.872,30.58
106.921,30.58
106.971,30.6
107.021,30.6
107.07,30.6
107.12,30.61
107.17,30.6
107.219,30.61
107.269,30.61
107.319,30.62
107.368,30.63
107.418,30.63
107.468,30.64
107.517,30.64
107.567,30.65
107.617,30.66
107.667,30.67
107.717,30.66
107.766,30.67
107.816,30.67
107.866,30.68
107.915,30.7
107.965,30.69
108.015,30.7
108.064,30.7
108.114,30.7
108.164,30.72
108.213,30.7
108.263,30.73
108.313,30.71
108.362,30.73
108.412,30.75
108.462,30.75
108.512,30.73
108.561,30.73
108.611,30.74
108.661,30.75
108.71,30.75
108.76,30.76
108.81,30.78
108.859,30.77
108.909,30.77
108.959,30.78
109.009,30.8
109.058,30.79
109.108,30.79
109.158,30.81
109.207,30.81
109.257,30.82
109.307,30.81
109.356,30.82
109.406,30.82
109.455,30.84
109.506,30.85
109.555,30.85
109.605,30.86
109.655,30.85
109.704,30.86
109.754,30.87
109.804,30.87
109.853,30.87
109.903,30.89
109.953,30.87
110.002,30.88
110.052,30.89
110.102,30.9
110.152,30.91
110.201,30.91
110.251,30.91
110.3,30.91
110.351,30.91
110.4,30.92
110.45,30.93
110.499,30.94
110.549,30.95
110.599,30.95
110.648,30.95
110.698,30.95
110.748,30.96
110.797,31
110.847,30.97
110.897,30.97
110.947,30.98
110.996,31
111.046,30.98
111.096,30.99
111.146,31.02
111.196,31
111.245,31.03
111.294,31.02
111.344,31.01
111.394,31.03
111.443,31.04
111.493,31.03
111.543,31.04
111.593,31.04
111.642,31.05
111.692,31.05
111.742,31.06
111.792,31.06
111.841,31.06
111.891,31.07
111.94,31.09
111.99,31.1
112.04,31.09
112.09,31.09
112.139,31.11
112.189,31.09
112.239,31.1
112.288,31.13
112.338,31.13
112.388,31.12
112.438,31.11
112.487,31.13
112.537,31.13
112.587,31.14
112.636,31.14
112.686,31.14
112.736,31.14
112.785,31.16
112.835,31.17
112.886,31.16
112.934,31.18
112.984,31.18
113.034,31.19
113.084,31.18
113.133,31.2
113.183,31.19
113.233,31.2
113.282,31.23
113.332,31.22
113.382,31.22
113.431,31.22
113.481,31.23
113.531,31.23
113.581,31.23
113.63,31.26
113.68,31.24
113.73,31.25
113.779,31.26
113.829,31.26
113.879,31.26
113.929,31.28
113.978,31.3
114.028,31.3
114.078,31.3
114.127,31.29
114.177,31.3
114.227,31.31
114.276,31.32
114.326,31.31
114.376,31.31
114.425,31.33
114.475,31.34
114.525,31.34
114.575,31.35
114.625,31.34
114.674,31.35
114.724,31.35
114.774,31.38
114.823,31.35
114.873,31.36
114.923,31.39
114.972,31.38
115.022,31.38
115.072,31.4
115.121,31.37
115.171,31.4
115.221,31.4
115.271,31.41
115.32,31.42
115.37,31.43
115.42,31.42
115.469,31.43
115.519,31.43
115.569,31.44
115.618,31.45
115.668,31.44
115.718,31.46
115.768,31.46
115.817,31.47
115.867,31.47
115.917,31.48
115.966,31.49
116.016,31.48
116.066,31.49
116.115,31.48
116.165,31.49
116.215,31.49
116.264,31.49
116.314,31.51
116.364,31.51
116.413,31.52
116.463,31.54
116.513,31.53
116.563,31.52
116.612,31.54
116.662,31.56
116.712,31.56
116.762,31.56
116.811,31.56
116.861,31.57
116.911,31.58
116.96,31.58
117.01,31.57
117.06,31.58
117.109,31.61
117.159,31.61
117.209,31.58
117.258,31.6
117.308,31.61
117.358,31.62
117.408,31.61
117.457,31.62
117.507,31.65
117.557,31.63
117.606,31.64
117.656,31.64
117.706,31.64
117.755,31.66
117.805,31.64
117.855,31.66
117.905,31.65
117.954,31.67
118.004,31.68
118.054,31.68
118.103,31.68
118.153,31.71
118.203,31.68
118.252,31.71
118.302,31.69
118.352,31.72
118.401,31.71
118.451,31.71
118.501,31.73
118.55,31.73
118.6,31.74
118.65,31.74
118.7,31.75
118.75,31.75
118.799,31.74
118.849,31.76
118.898,31.77
118.948,31.76
118.998,31.75
119.047,31.78
119.097,31.78
119.147,31.79
119.196,31.81
119.246,31.8
119.296,31.79
119.346,31.8
119.395,31.8
119.445,31.81
119.495,31.81
119.545,31.84
119.595,31.82
119.644,31.84
119.694,31.84
119.743,31.83
119.793,31.83
119.843,31.84
119.892,31.85
119.942,31.85
119.992,31.86
120.041,31.87
120.091,31.86
120.141,31.88
120.191,31.88
120.241,31.9
120.29,31.9
120.34,31.89
120.389,31.9
120.44,31.91
120.489,31.91
120.539,31.9
120.589,31.93
120.638,31.93
120.688,31.94
120.737,31.93
120.787,31.93
120.837,31.95
120.887,31.95
120.936,31.95
120.986,31.96
121.036,31.97
121.086,31.97
121.135,31.96
121.185,31.98
121.235,31.98
121.285,32
121.334,32.01
121.384,32
121.434,32.01
121.483,32.02
121.533,32.03
121.582,32.02
121.632,32.02
121.682,32.05
121.732,32.03
121.781,32.05
121.831,32.04
121.881,32.05
121.93,32.04
121.98,32.07
122.03,32.07
122.08,32.06
122.13,32.08
122.179,32.09
122.229,32.09
122.279,32.1
122.328,32.11
122.378,32.1
122.427,32.11
122.477,32.11
122.527,32.13
122.577,32.14
122.627,32.13
122.676,32.13
122.726,32.14
122.776,32.17
122.825,32.16
122.875,32.15
122.925,32.17
122.975,32.17
123.024,32.17
123.074,32.17
123.124,32.18
123.173,32.19
123.223,32.21
123.273,32.21
123.322,32.2
123.372,32.2
123.422,32.22
123.471,32.21
123.521,32.22
123.571,32.22
123.62,32.24
123.67,32.25
123.72,32.24
123.77,32.24
123.82,32.25
123.869,32.23
123.919,32.26
123.968,32.26
124.018,32.25
124.068,32.27
124.118,32.27
124.167,32.3
124.217,32.29
124.266,32.29
124.316,32.29
124.366,32.32
124.415,32.31
124.465,32.3
124.515,32.33
124.565,32.33
124.614,32.33
124.664,32.33
124.714,32.36
124.764,32.36
124.813,32.36
124.863,32.37
124.913,32.35
124.962,32.37
125.012,32.36
125.062,32.36
125.112,32.39
125.161,32.39
125.211,32.4
125.26,32.39
125.31,32.41
125.36,32.41
125.41,32.41
125.459,32.42
125.509,32.42
125.559,32.41
125.608,32.44
125.658,32.44
125.708,32.45
125.757,32.44
125.807,32.46
125.857,32.45
125.907,32.47
125.956,32.47
126.006,32.46
126.056,32.47
126.106,32.49
126.155,32.48
126.205,32.49
126.255,32.49
126.304,32.51
126.354,32.49
126.404,32.51
126.453,32.52
126.503,32.53
126.553,32.53
126.602,32.52
126.652,32.53
126.702,32.53
126.752,32.54
126.801,32.55
126.851,32.56
126.901,32.55
126.95,32.57
127,32.58
127.05,32.57
127.099,32.57
127.149,32.58
127.199,32.59
127.248,32.59
127.298,32.58
127.348,32.61
127.398,32.61
127.447,32.62
127.497,32.61
127.547,32.61
127.596,32.64
127.646,32.62
127.695,32.64
127.745,32.65
127.795,32.65
127.845,32.64
127.894,32.66
127.944,32.67
127.994,32.66
128.044,32.68
128.093,32.67
128.143,32.7
128.193,32.7
128.242,32.69
128.292,32.7
128.342,32.71
128.391,32.7
128.441,32.71
128.491,32.73
128.54,32.73
128.59,32.73
128.64,32.73
128.69,32.74
128.739,32.74
128.789,32.75
128.839,32.75
128.889,32.77
128.938,32.77
128.988,32.77
129.037,32.77
129.087,32.78
129.137,32.8
129.186,32.8
129.236,32.79
129.286,32.81
129.336,32.81
129.385,32.81
129.435,32.81
129.485,32.81
129.534,32.82
129.584,32.83
129.634,32.82
129.683,32.82
129.733,32.83
129.783,32.84
129.833,32.86
129.882,32.86
129.932,32.87
129.982,32.86
130.031,32.87
130.081,32.88
130.131,32.89
130.18,32.88
130.23,32.89
130.28,32.89
130.33,32.89
130.379,32.91
130.429,32.91
130.479,32.93
130.528,32.91
130.578,32.93
130.628,32.93
130.677,32.94
130.727,32.95
130.777,32.94
130.827,32.95
130.876,32.97
130.926,32.96
130.976,32.95
131.025,32.97
131.075,32.98
131.125,32.97
131.174,32.98
131.224,32.99
131.274,33
131.324,32.99
131.373,33.01
131.423,33.01
131.473,33.01
131.522,33.02
131.572,33.03
131.622,33.04
131.672,33.04
131.721,33.04
131.771,33.06
131.821,33.05
131.87,33.05
131.92,33.07
131.97,33.08
132.019,33.08
132.069,33.08
132.119,33.09
132.169,33.08
132.218,33.09
132.268,33.09
132.318,33.1
132.367,33.11
132.417,33.12
132.467,33.11
132.517,33.13
132.566,33.11
132.616,33.13
132.666,33.14
132.715,33.14
132.765,33.16
132.815,33.16
132.864,33.16
132.914,33.18
132.964,33.16
133.014,33.17
133.063,33.18
133.113,33.2
133.163,33.21
133.212,33.2
133.262,33.2
133.312,33.2
133.362,33.2
133.411,33.22
133.461,33.21
133.511,33.23
133.56,33.22
133.61,33.22
133.66,33.24
133.709,33.24
133.759,33.24
133.809,33.24
133.859,33.26
133.908,33.28
133.958,33.28
134.008,33.27
134.057,33.26
134.107,33.29
134.157,33.29
134.207,33.28
134.256,33.29
134.306,33.3
134.356,33.33
134.405,33.32
134.455,33.3
134.505,33.32
134.555,33.34
134.604,33.31
134.654,33.35
134.704,33.35
134.755,33.33
134.803,33.34
134.853,33.36
134.903,33.36
134.952,33.36
135.002,33.37
135.052,33.37
135.101,33.39
135.151,33.38
135.201,33.4
135.25,33.39
135.3,33.41
135.35,33.39
135.4,33.4
135.449,33.41
135.499,33.42
135.549,33.42
135.6,33.43
135.648,33.43
135.698,33.43
135.748,33.46
135.797,33.44
135.847,33.45
135.897,33.47
135.947,33.47
135.996,33.47
136.046,33.47
136.096,33.48
136.145,33.48
136.195,33.48
136.245,33.48
136.294,33.5
136.344,33.5
136.394,33.51
136.445,33.52
136.493,33.52
136.543,33.52
136.593,33.53
136.642,33.53
136.692,33.54
136.742,33.55
136.791,33.57
136.841,33.54
136.891,33.55
136.941,33.56
136.99,33.57
137.04,33.57
137.09,33.58
137.139,33.59
137.189,33.59
137.239,33.59
137.288,33.59
137.338,33.61
137.388,33.61
137.438,33.61
137.487,33.63
137.537,33.63
137.586,33.64
137.636,33.64
137.686,33.64
137.736,33.65
137.786,33.65
137.835,33.65
137.885,33.67
137.935,33.66
137.984,33.66
138.034,33.66
138.084,33.67
138.133,33.7
138.183,33.68
138.233,33.69
138.283,33.68
138.332,33.7
138.382,33.71
138.432,33.7
138.481,33.72
138.531,33.72
138.581,33.74
138.631,33.74
138.68,33.76
138.73,33.76
138.78,33.74
138.829,33.75
138.879,33.75
138.929,33.76
138.98,33.76
139.028,33.78
139.078,33.78
139.128,33.78
139.178,33.78
139.227,33.81
139.277,33.8
139.327,33.8
139.376,33.81
139.426,33.83
139.476,33.81
139.525,33.81
139.575,33.82
139.625,33.82
139.675,33.84
139.724,33.85
139.774,33.85
139.825,33.85
139.873,33.85
139.923,33.85
139.973,33.85
140.023,33.87
140.072,33.88
140.122,33.88
140.172,33.88
140.221,33.88
140.271,33.9
140.321,33.89
140.37,33.9
140.42,33.89
140.47,33.9
140.52,33.92
140.569,33.93
140.619,33.94
140.67,33.94
140.719,33.95
140.768,33.96
140.818,33.96
140.868,33.95
140.917,33.95
140.967,33.95
141.017,33.97
141.066,33.97
141.116,33.98
141.166,33.99
141.216,33.98
141.265,33.99
141.315,34
141.365,34
141.415,34.01
141.464,34.01
141.515,34.02
141.564,34.03
141.613,34
141.663,34.03
141.713,34.04
141.762,34.05
141.812,34.04
141.862,34.06
141.912,34.08
141.961,34.06
142.011,34.07
142.061,34.08
142.111,34.08
142.16,34.08
142.21,34.1
142.26,34.1
142.309,34.1
142.36,34.1
142.409,34.12
142.459,34.13
142.508,34.12
142.558,34.12
142.608,34.13
142.657,34.13
142.707,34.14
142.757,34.14
142.807,34.15
142.856,34.15
142.906,34.14
142.956,34.16
143.005,34.16
143.055,34.17
143.105,34.17
143.154,34.17
143.205,34.19
143.254,34.19
143.304,34.19
143.353,34.19
143.403,34.22
143.453,34.2
143.502,34.21
143.552,34.22
143.602,34.23
143.652,34.24
143.701,34.25
143.751,34.24
143.801,34.26
143.851,34.25
143.9,34.26
143.95,34.26
144,34.27
144.05,34.27
144.099,34.3
144.149,34.28
144.198,34.27
144.248,34.29
144.298,34.29
144.347,34.3
144.397,34.32
144.447,34.3
144.497,34.33
144.546,34.32
144.596,34.34
144.646,34.34
144.696,34.34
144.745,34.35
144.795,34.34
144.845,34.35
144.895,34.36
144.944,34.36
144.994,34.37
145.043,34.37
145.093,34.38
145.143,34.39
145.192,34.37
145.242,34.39
145.292,34.4
145.342,34.39
145.392,34.41
145.441,34.42
145.491,34.42
145.541,34.41
145.59,34.43
145.64,34.43
145.69,34.45
145.74,34.46
145.789,34.44
145.839,34.45
145.888,34.46
145.938,34.47
145.988,34.46
146.038,34.46
146.087,34.48
146.137,34.48
146.187,34.5
146.237,34.49
146.286,34.48
146.336,34.51
146.386,34.5
146.436,34.49
146.485,34.51
146.535,34.51
146.585,34.51
146.635,34.53
146.684,34.53
146.734,34.55
146.783,34.55
146.833,34.55
146.883,34.54
146.933,34.56
146.982,34.58
147.032,34.57
147.082,34.56
147.132,34.58
147.181,34.59
147.231,34.59
147.281,34.6
147.33,34.6
147.38,34.61
147.43,34.61
147.479,34.62
147.529,34.61
147.579,34.62
147.628,34.61
147.678,34.63
147.728,34.64
147.778,34.64
147.827,34.65
147.877,34.64
147.927,34.64
147.977,34.67
148.026,34.68
148.076,34.67
148.126,34.67
148.175,34.7
148.225,34.69
148.275,34.7
148.325,34.7
148.374,34.69
148.424,34.71
148.473,34.71
148.523,34.72
148.573,34.72
148.623,34.73
148.673,34.73
148.722,34.73
148.772,34.75
148.822,34.75
148.871,34.75
148.921,34.77
148.971,34.76
149.02,34.75
149.07,34.76
149.12,34.77
149.169,34.79
149.219,34.78
149.269,34.77
149.319,34.79
149.368,34.8
149.418,34.81
149.468,34.82
149.517,34.82
149.567,34.81
149.617,34.83
149.667,34.82
149.716,34.84
149.766,34.84
149.816,34.84
149.865,34.85
149.915,34.85
149.965,34.86
150.016,34.85
150.064,34.87
150.114,34.87
150.164,34.88
150.213,34.88
150.263,34.89
150.313,34.89
150.363,34.91
150.412,34.89
150.462,34.9
150.512,34.93
150.561,34.92
150.611,34.91
150.661,34.92
150.71,34.92
150.76,34.93
150.81,34.95
150.861,34.96
150.909,34.96
150.959,34.95
151.009,34.97
151.058,34.97
151.108,34.99
151.158,34.98
151.208,35
151.257,34.99
151.307,35.01
151.357,35.01
151.406,35.01
151.456,35.01
151.506,35.02
151.555,35.02
151.605,35.04
151.655,35.02
151.706,35.04
151.754,35.05
151.804,35.05
151.854,35.05
151.904,35.06
151.953,35.06
152.003,35.08
152.053,35.07
152.102,35.08
152.152,35.09
152.202,35.09
152.252,35.09
152.301,35.11
152.351,35.1
152.4,35.1
152.45,35.12
152.5,35.1
152.551,35.13
152.6,35.12
152.649,35.13
152.699,35.13
152.749,35.17
152.799,35.16
152.848,35.15
152.898,35.15
152.948,35.15
152.997,35.17
153.047,35.18
153.097,35.18
153.146,35.18
153.196,35.19
153.246,35.2
153.295,35.19
153.345,35.21
153.396,35.21
153.445,35.23
153.494,35.22
153.544,35.23
153.594,35.24
153.644,35.23
153.693,35.25
153.743,35.23
153.793,35.25
153.842,35.25
153.892,35.25
153.942,35.27
153.991,35.27
154.041,35.26
154.091,35.26
154.14,35.29
154.19,35.28
154.241,35.29
154.29,35.3
154.339,35.3
154.389,35.3
154.439,35.3
154.489,35.31
154.538,35.32
154.588,35.34
154.638,35.34
154.687,35.34
154.737,35.34
154.787,35.35
154.836,35.36
154.886,35.35
154.936,35.36
154.986,35.38
155.035,35.36
155.086,35.38
155.135,35.37
155.185,35.39
155.234,35.39
155.284,35.4
155.333,35.41
155.383,35.4
155.433,35.42
155.483,35.4
155.532,35.42
155.582,35.43
155.632,35.43
155.681,35.44
155.731,35.44
155.781,35.46
155.831,35.44
155.88,35.47
155.931,35.46
155.98,35.46
156.03,35.46
156.079,35.46
156.129,35.49
156.179,35.49
156.228,35.49
156.278,35.5
156.328,35.51
156.377,35.5
156.427,35.51
156.477,35.51
156.526,35.53
156.576,35.53
156.626,35.54
156.676,35.55
156.726,35.54
156.776,35.54
156.825,35.57
156.874,35.56
156.924,35.56
156.974,35.55
157.024,35.58
157.073,35.58
157.123,35.57
157.173,35.6
157.222,35.59
157.272,35.6
157.322,35.59
157.371,35.61
157.421,35.61
157.471,35.62
157.521,35.63
157.57,35.61
157.621,35.62
157.669,35.63
157.719,35.64
157.769,35.64
157.819,35.65
157.868,35.66
157.918,35.66
157.968,35.66
158.018,35.65
158.067,35.68
158.117,35.68
158.167,35.67
158.216,35.7
158.266,35.69
158.316,35.7
158.365,35.7
158.415,35.72
158.466,35.71
158.514,35.72
158.564,35.73
158.614,35.74
158.664,35.73
158.713,35.72
158.763,35.74
158.813,35.74
