Time (s),Temp (K)
3363.54,306.9
3366.54,306.90999999999997
3369.54,306.92999999999995
3372.48,306.92999999999995
3375.48,306.95
3378.48,306.96
3381.42,306.97999999999996
3384.4199999999996,306.97999999999996
3387.42,307.0
3390.36,307.02
3393.3599999999997,307.02
3396.36,307.03999999999996
3399.36,307.04999999999995
3402.2999999999997,307.04999999999995
3405.3,307.08
3408.3,307.08
3411.2999999999997,307.09
3414.2400000000002,307.10999999999996
3417.2400000000002,307.13
3420.24,307.13
3423.18,307.15
3426.1800000000003,307.16999999999996
3429.18,307.16999999999996
3432.12,307.17999999999995
3435.1200000000003,307.2
3438.12,307.21
3441.06,307.22999999999996
3444.0600000000004,307.24
3447.06,307.24
3450.0,307.26
3453.0,307.28
3456.0,307.29999999999995
3459.0,307.28999999999996
3461.94,307.29999999999995
3464.94,307.32
3467.94,307.33
3470.9399999999996,307.35999999999996
3473.88,307.34
3476.88,307.37
3479.8799999999997,307.38
3482.8199999999997,307.4
3485.82,307.4
3488.8199999999997,307.40999999999997
3491.7599999999998,307.44
3494.76,307.45
3497.7599999999998,307.45
3500.7,307.46
3503.7000000000003,307.46999999999997
3506.7,307.47999999999996
3509.64,307.52
3512.64,307.53
3515.64,307.53
3518.58,307.54999999999995
3521.58,307.55999999999995
3524.58,307.54999999999995
3527.58,307.59
3530.5800000000004,307.59
3533.52,307.59999999999997
3536.52,307.62
3539.52,307.64
3542.46,307.64
3545.46,307.65
3548.4,307.66999999999996
3551.3999999999996,307.67999999999995
3554.4,307.71
3557.4,307.7
3560.34,307.71999999999997
3563.34,307.71999999999997
3566.34,307.72999999999996
3569.2799999999997,307.76
3572.2799999999997,307.76
3575.28,307.77
3578.2799999999997,307.78
3581.28,307.78999999999996
3584.2200000000003,307.80999999999995
3587.22,307.83
3590.16,307.83
3593.1600000000003,307.84
3596.16,307.88
3599.16,307.88
3602.1,307.88
3605.1,307.9
3608.1,307.90999999999997
3611.04,307.91999999999996
3614.04,307.94
3617.04,307.95
3620.04,307.96
3622.98,307.99
3625.98,307.99
3628.98,308.01
3631.9199999999996,308.01
3634.92,308.03
3637.92,308.03999999999996
3640.92,308.04999999999995
3643.86,308.05999999999995
3646.86,308.07
3649.86,308.08
3652.8,308.09
